agebin,month,Cases,Pop,Year,Run_Number,Sample_ID
0,1,0,0,2013,0,11.0
5,1,0.6291094925255,1044.333333333,2013,0,11.0
0,2,0,0,2013,0,11.0
5,2,0.7570197666064,1044.666666667,2013,0,11.0
0,3,0,0,2013,0,11.0
5,3,0.8613156974316,1045.3,2013,0,11.0
0,4,0,0,2013,0,11.0
5,4,0.6636787075549,1044.933333333,2013,0,11.0
0,5,0,0,2013,0,11.0
5,5,0.8611234854907,1045.533333333,2013,0,11.0
0,6,0,0,2013,0,11.0
5,6,0.8610960561782,1045.566666667,2013,0,11.0
0,7,0,0,2013,0,11.0
5,7,0.815460216254,1044.4,2013,0,11.0
0,8,0,0,2013,0,11.0
5,8,0.6750422250479,1045.366666667,2013,0,11.0
0,9,0,0,2013,0,11.0
5,9,0.7086701905355,1047.266666667,2013,0,11.0
0,10,0,0,2013,0,11.0
5,10,0.685718853958,1046.833333333,2013,0,11.0
0,11,0,0,2013,0,11.0
5,11,0.6256348583847,1050.133333333,2013,0,11.0
0,12,0,0,2013,0,11.0
5,12,0.9470619633794,1053.433333333,2013,0,11.0
0,1,0,0,2014,0,11.0
5,1,0.7728651585057,1054.733333333,2014,0,11.0
0,2,0,0,2014,0,11.0
5,2,0.7615224346519,1054.466666667,2014,0,11.0
0,3,0,0,2014,0,11.0
5,3,1.02599326428,1055.4,2014,0,11.0
0,4,0,0,2014,0,11.0
5,4,0.9446109943092,1056.166666667,2014,0,11.0
0,5,0,0,2014,0,11.0
5,5,0.9084178926423,1058.066666667,2014,0,11.0
0,6,0,0,2014,0,11.0
5,6,1.09143847134,1059,2014,0,11.0
0,7,0,0,2014,0,11.0
5,7,0.8841942725703,1059.533333333,2014,0,11.0
0,8,0,0,2014,0,11.0
5,8,1.008413918316,1061.733333333,2014,0,11.0
0,9,0,0,2014,0,11.0
5,9,0.7804049737751,1060.133333333,2014,0,11.0
0,10,0,0,2014,0,11.0
5,10,0.183844357729,1058.866666667,2014,0,11.0
0,11,0,0,2014,0,11.0
5,11,0.02300444245338,1057.766666667,2014,0,11.0
0,12,0,0,2014,0,11.0
5,12,0.1036016140133,1056.933333333,2014,0,11.0
0,1,0,0,2015,0,11.0
5,1,0.1497837686911,1055.966666667,2015,0,11.0
0,2,0,0,2015,0,11.0
5,2,0.2305530197918,1055.433333333,2015,0,11.0
0,3,0,0,2015,0,11.0
5,3,0.3687799870968,1055.733333333,2015,0,11.0
0,4,0,0,2015,0,11.0
5,4,0.4603935405612,1057.066666667,2015,0,11.0
0,5,0,0,2015,0,11.0
5,5,0.4707603342831,1059.633333333,2015,0,11.0
0,6,0,0,2015,0,11.0
5,6,0.5286690555513,1058.633333333,2015,0,11.0
0,7,0,0,2015,0,11.0
5,7,0.6330610951409,1057.033333333,2015,0,11.0
0,8,0,0,2015,0,11.0
5,8,0.598889298737,1056.4,2015,0,11.0
0,9,0,0,2015,0,11.0
5,9,0.6111971000209,1055.033333333,2015,0,11.0
0,10,0,0,2015,0,11.0
5,10,0.6463240906596,1054.166666667,2015,0,11.0
0,11,0,0,2015,0,11.0
5,11,0.658177787438,1053.666666667,2015,0,11.0
0,12,0,0,2015,0,11.0
5,12,0.6103678997606,1056.466666667,2015,0,11.0
0,1,0,0,2013,0,53.0
5,1,0.9108642991632,948.3666666667,2013,0,53.0
0,2,0,0,2013,0,53.0
5,2,0.9626543149352,947.9,2013,0,53.0
0,3,0,0,2013,0,53.0
5,3,1.054244473577,946.3333333333,2013,0,53.0
0,4,0,0,2013,0,53.0
5,4,0.8612128579989,946.5333333333,2013,0,53.0
0,5,0,0,2013,0,53.0
5,5,1.01524539385,946.7333333333,2013,0,53.0
0,6,0,0,2013,0,53.0
5,6,1.101403478533,950,2013,0,53.0
0,7,0,0,2013,0,53.0
5,7,1.163234546781,951.8,2013,0,53.0
0,8,0,0,2013,0,53.0
5,8,1.101558139548,949.8666666667,2013,0,53.0
0,9,0,0,2013,0,53.0
5,9,0.8585521811619,949.4666666667,2013,0,53.0
0,10,0,0,2013,0,53.0
5,10,0.8713052161038,949.5333333333,2013,0,53.0
0,11,0,0,2013,0,53.0
5,11,0.8456785921007,949.5333333333,2013,0,53.0
0,12,0,0,2013,0,53.0
5,12,1.155266398564,947.8333333333,2013,0,53.0
0,1,0,0,2014,0,53.0
5,1,0.7586219245568,946.2333333333,2014,0,53.0
0,2,0,0,2014,0,53.0
5,2,1.001477429643,947.6,2014,0,53.0
0,3,0,0,2014,0,53.0
5,3,1.016641396098,945.4333333333,2014,0,53.0
0,4,0,0,2014,0,53.0
5,4,0.8598804604262,948,2014,0,53.0
0,5,0,0,2014,0,53.0
5,5,1.176223322749,951.6333333333,2014,0,53.0
0,6,0,0,2014,0,53.0
5,6,1.033849703148,953.2333333333,2014,0,53.0
0,7,0,0,2014,0,53.0
5,7,1.081236493774,956.4666666667,2014,0,53.0
0,8,0,0,2014,0,53.0
5,8,1.130975189619,957.4333333333,2014,0,53.0
